span_index,ss_mp,ss_theta,ps_mp,ps_theta
0, 4.27743827, -1.08662451, 4.31753153, -0.96490516
0, 4.34239143, -1.10744420, 4.38346049, -0.98829731
0, 4.40735258, -1.12869880, 4.44926822, -1.01247280
0, 4.47178286, -1.15007287, 4.51434407, -1.03718538
0, 4.53514341, -1.17125098, 4.57807739, -1.06218880
0, 4.59689539, -1.19191769, 4.63985756, -1.08723685
0, 4.65649992, -1.21175758, 4.69907392, -1.11208327
0, 4.71341817, -1.23045521, 4.75511585, -1.13648182
0, 4.76711126, -1.24769515, 4.80737270, -1.16018628
0, 4.81704035, -1.26316196, 4.85523383, -1.18295039
0, 4.86266658, -1.27654020, 4.89808860, -1.20452793
0, 4.90345108, -1.28751445, 4.93532637, -1.22467264
0, 4.93885502, -1.29576927, 4.96633651, -1.24313830
0, 4.96833952, -1.30098923, 4.99050836, -1.25967866
0, 4.99136574, -1.30285889, 5.00723131, -1.27404749
0, 5.00739481, -1.30106282, 5.01589469, -1.28599855
0, 5.01588788, -1.29528559, 5.01588788, -1.29528559
1, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, -0.00812300, -0.01224691, 0.01513174, 0.00770789
1, -0.00765446, -0.02758440, 0.03502785, 0.00994657
1, 0.00077238, -0.04570071, 0.05932921, 0.00718165
1, 0.01652426, -0.06628405, 0.08767671, -0.00012127
1, 0.03896795, -0.08902267, 0.11971122, -0.01149658
1, 0.06747020, -0.11360479, 0.15507362, -0.02647866
1, 0.10139778, -0.13971865, 0.19340480, -0.04460191
1, 0.14011743, -0.16705247, 0.23434563, -0.06540072
1, 0.18299592, -0.19529449, 0.27753700, -0.08840948
1, 0.22940000, -0.22413293, 0.32261979, -0.11316258
1, 0.27869643, -0.25325604, 0.36923487, -0.13919442
1, 0.33025196, -0.28235204, 0.41702313, -0.16603939
1, 0.38343336, -0.31110915, 0.46562545, -0.19323187
1, 0.43760738, -0.33921562, 0.51468271, -0.22030625
1, 0.49214077, -0.36635967, 0.56383579, -0.24679694
1, 0.54640029, -0.39222954, 0.61272557, -0.27223832
1, 0.59976770, -0.41652199, 0.66100177, -0.29617657
1, 0.65196965, -0.43913025, 0.70851734, -0.31842908
1, 0.70307771, -0.46014401, 0.75532849, -0.33908441
1, 0.75317839, -0.47966145, 0.80150022, -0.35824291
1, 0.80235407, -0.49777590, 0.84709361, -0.37599982
1, 0.85067776, -0.51456977, 0.89216091, -0.39243904
1, 0.89822124, -0.53012399, 0.93675318, -0.40764292
1, 0.94505626, -0.54451952, 0.98092148, -0.42169382
1, 0.99125459, -0.55783728, 1.02471687, -0.43467408
1, 1.03688800, -0.57015822, 1.06819041, -0.44666606
1, 1.08202825, -0.58156328, 1.11139317, -0.45775211
1, 1.12674711, -0.59213340, 1.15437619, -0.46801459
1, 1.17111634, -0.60194952, 1.19719055, -0.47753585
1, 1.21520771, -0.61109258, 1.23988729, -0.48639824
1, 1.25909298, -0.61964351, 1.28251750, -0.49468411
1, 1.30284392, -0.62768326, 1.32513221, -0.50247582
1, 1.34653229, -0.63529278, 1.36778250, -0.50985573
1, 1.39022026, -0.64254398, 1.41051304, -0.51689683
1, 1.43393157, -0.64947277, 1.45334296, -0.52363481
1, 1.47768038, -0.65610604, 1.49628502, -0.53009599
1, 1.52148085, -0.66247067, 1.53935196, -0.53630670
1, 1.56534712, -0.66859357, 1.58255654, -0.54229327
1, 1.60929333, -0.67450161, 1.62591150, -0.54808202
1, 1.65333367, -0.68022168, 1.66942962, -0.55369929
1, 1.69748274, -0.68578084, 1.71312452, -0.55917147
1, 1.74175575, -0.69120632, 1.75701092, -0.56452504
1, 1.78616797, -0.69652536, 1.80110362, -0.56978649
1, 1.83073464, -0.70176521, 1.84541742, -0.57498230
1, 1.87547102, -0.70695312, 1.88996713, -0.58013896
1, 1.92039236, -0.71211634, 1.93476753, -0.58528296
1, 1.96551392, -0.71728211, 1.97983342, -0.59044077
1, 2.01085094, -0.72247769, 2.02517962, -0.59563889
1, 2.05641869, -0.72773033, 2.07082090, -0.60090380
1, 2.10223197, -0.73306709, 2.11677162, -0.60626183
1, 2.14829566, -0.73851103, 2.16303535, -0.61173580
1, 2.19460466, -0.74408119, 2.20960497, -0.61734498
1, 2.24115344, -0.74979645, 2.25647287, -0.62310850
1, 2.28793647, -0.75567566, 2.30363145, -0.62904550
1, 2.33494822, -0.76173770, 2.35107310, -0.63517509
1, 2.38218316, -0.76800142, 2.39879022, -0.64151642
1, 2.42963577, -0.77448570, 2.44677519, -0.64808861
1, 2.47730052, -0.78120940, 2.49502043, -0.65491079
1, 2.52517188, -0.78819139, 2.54351832, -0.66200208
1, 2.57324429, -0.79545056, 2.59226126, -0.66938167
1, 2.62151169, -0.80300621, 2.64124152, -0.67706937
1, 2.66996765, -0.81087799, 2.69045132, -0.68508551
1, 2.71860573, -0.81908551, 2.73988286, -0.69345041
1, 2.76741947, -0.82764842, 2.78952835, -0.70218443
1, 2.81640245, -0.83658634, 2.83938000, -0.71130788
1, 2.86554821, -0.84591892, 2.88943001, -0.72084110
1, 2.91485706, -0.85566679, 2.93967694, -0.73080684
1, 2.96435636, -0.86585462, 2.99014477, -0.74123746
1, 3.01408019, -0.87650809, 3.04086382, -0.75216771
1, 3.06406267, -0.88765286, 3.09186442, -0.76363237
1, 3.11433789, -0.89931462, 3.14317691, -0.77566621
1, 3.16493995, -0.91151903, 3.19483160, -0.78830397
1, 3.21590295, -0.92429178, 3.24685884, -0.80158045
1, 3.26726100, -0.93765852, 3.29928894, -0.81553039
1, 3.31904819, -0.95164495, 3.35215224, -0.83018856
1, 3.37129863, -0.96627672, 3.40547906, -0.84558973
1, 3.42404640, -0.98157952, 3.45929973, -0.86176867
1, 3.47732563, -0.99757902, 3.51364459, -0.87876013
1, 3.53117040, -1.01430089, 3.56854396, -0.89659889
1, 3.58561594, -1.03177230, 3.62402944, -0.91532062
1, 3.64070578, -1.05003142, 3.68014200, -0.93496769
1, 3.69648720, -1.06912139, 3.73692684, -0.95558548
1, 3.75299661, -1.08907789, 3.79441684, -0.97721373
1, 3.81002079, -1.10976557, 3.85236161, -0.99976204
1, 3.86709684, -1.13087800, 3.91022747, -1.02300993
1, 3.92375101, -1.15210132, 3.96746845, -1.04673122
1, 3.97950957, -1.17312165, 4.02353855, -1.07069977
1, 4.03389877, -1.19362513, 4.07789178, -1.09468940
1, 4.08644487, -1.21329790, 4.12998215, -1.11847396
1, 4.13667412, -1.23182608, 4.17926368, -1.14182730
1, 4.18411277, -1.24889582, 4.22519038, -1.16452324
1, 4.22828709, -1.26419324, 4.26721626, -1.18633564
1, 4.26872332, -1.27740448, 4.30479532, -1.20703832
1, 4.30494773, -1.28821567, 4.33738159, -1.22640514
1, 4.33648657, -1.29631295, 4.36442906, -1.24420992
1, 4.36286609, -1.30138245, 4.38539177, -1.26022652
1, 4.38361256, -1.30311030, 4.39972370, -1.27422877
1, 4.39825222, -1.30118263, 4.40687889, -1.28599052
1, 4.40631133, -1.29528559, 4.40631133, -1.29528559
2, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, -0.00740068, -0.01112386, 0.01356261, 0.00683448
2, -0.00724233, -0.02522509, 0.03130659, 0.00855191
2, -0.00008240, -0.04200983, 0.05291419, 0.00558489
2, 0.01352168, -0.06118421, 0.07806765, -0.00163396
2, 0.03301247, -0.08245434, 0.10644922, -0.01267204
2, 0.05783255, -0.10552636, 0.13774113, -0.02709674
2, 0.08742447, -0.13010639, 0.17162563, -0.04447545
2, 0.12123079, -0.15590055, 0.20778497, -0.06437558
2, 0.15869409, -0.18261498, 0.24590138, -0.08636449
2, 0.19925692, -0.20995580, 0.28565711, -0.11000960
2, 0.24236186, -0.23762913, 0.32673441, -0.13487830
2, 0.28745145, -0.26534110, 0.36881551, -0.16053796
2, 0.33396828, -0.29279784, 0.41158265, -0.18655600
2, 0.38135490, -0.31970547, 0.45471809, -0.21249980
2, 0.42905387, -0.34577012, 0.49790407, -0.23793675
2, 0.47650776, -0.37069792, 0.54082282, -0.26243424
2, 0.52317249, -0.39420306, 0.58316458, -0.28557070
2, 0.56881091, -0.41618564, 0.62480347, -0.30717822
2, 0.61349285, -0.43673161, 0.66579745, -0.32734255
2, 0.65730145, -0.45593498, 0.70621246, -0.34616045
2, 0.70031388, -0.47388276, 0.74610881, -0.36372138
2, 0.74259398, -0.49064642, 0.78553420, -0.38009861
2, 0.78420379, -0.50629530, 0.82453462, -0.39536319
2, 0.82520536, -0.52089875, 0.86315610, -0.40958617
2, 0.86566073, -0.53452612, 0.90144463, -0.42283860
2, 0.90563192, -0.54724677, 0.93944621, -0.43519153
2, 0.94518100, -0.55913004, 0.97720685, -0.44671604
2, 0.98436999, -0.57024528, 1.01477256, -0.45748315
2, 1.02326094, -0.58066184, 1.05218933, -0.46756394
2, 1.06191588, -0.59044907, 1.08950317, -0.47702946
2, 1.10039687, -0.59967632, 1.12676009, -0.48595075
2, 1.13876594, -0.60841293, 1.16400609, -0.49439887
2, 1.17708512, -0.61672827, 1.20128717, -0.50244488
2, 1.21540804, -0.62468446, 1.23864345, -0.51015228
2, 1.25375457, -0.63231485, 1.27609152, -0.51755437
2, 1.29213618, -0.63964557, 1.31364207, -0.52467688
2, 1.33056430, -0.64670273, 1.35130580, -0.53154555
2, 1.36905041, -0.65351247, 1.38909340, -0.53818614
2, 1.40760595, -0.66010091, 1.42701558, -0.54462438
2, 1.44624239, -0.66649419, 1.46508306, -0.55088601
2, 1.48497185, -0.67271865, 1.50330777, -0.55699688
2, 1.52380732, -0.67880091, 1.54170325, -0.56298294
2, 1.56276181, -0.68476762, 1.58028312, -0.56887016
2, 1.60184836, -0.69064540, 1.61906099, -0.57468451
2, 1.64108000, -0.69646091, 1.65805049, -0.58045196
2, 1.68046974, -0.70224079, 1.69726525, -0.58619846
2, 1.72003064, -0.70801166, 1.73671888, -0.59194999
2, 1.75977570, -0.71380017, 1.77642502, -0.59773252
2, 1.79971796, -0.71963297, 1.81639728, -0.60357200
2, 1.83987008, -0.72553653, 1.85664885, -0.60949428
2, 1.88023624, -0.73153376, 1.89718288, -0.61552200
2, 1.92081211, -0.73764402, 1.93799247, -0.62167462
2, 1.96159301, -0.74388647, 1.97907030, -0.62797148
2, 2.00257426, -0.75028031, 2.02040902, -0.63443191
2, 2.04375117, -0.75684471, 2.06200131, -0.64107524
2, 2.08511905, -0.76359887, 2.10383984, -0.64792079
2, 2.12667323, -0.77056196, 2.14591727, -0.65498791
2, 2.16840901, -0.77775317, 2.18822627, -0.66229591
2, 2.21032172, -0.78519169, 2.23075952, -0.66986412
2, 2.25240661, -0.79289674, 2.27350966, -0.67771195
2, 2.29465826, -0.80088812, 2.31646922, -0.68585971
2, 2.33707068, -0.80918612, 2.35963059, -0.69432843
2, 2.37963788, -0.81781101, 2.40298617, -0.70313917
2, 2.42235387, -0.82678307, 2.44652836, -0.71231298
2, 2.46521266, -0.83612259, 2.49024955, -0.72187091
2, 2.50820824, -0.84584985, 2.53414215, -0.73183401
2, 2.55134072, -0.85598548, 2.57820420, -0.74222437
2, 2.59463453, -0.86655154, 2.62245639, -0.75306817
2, 2.63812018, -0.87757044, 2.66692503, -0.76439263
2, 2.68182817, -0.88906459, 2.71163647, -0.77622499
2, 2.72578904, -0.90105642, 2.75661703, -0.78859245
2, 2.77003330, -0.91356832, 2.80189304, -0.80152223
2, 2.81459145, -0.92662272, 2.84749084, -0.81504156
2, 2.85949403, -0.94024202, 2.89343675, -0.82917765
2, 2.90477153, -0.95444864, 2.93975710, -0.84395772
2, 2.95045447, -0.96926500, 2.98647823, -0.85940901
2, 2.99657338, -0.98471349, 3.03362646, -0.87555871
2, 3.04315877, -1.00081654, 3.08122812, -0.89243406
2, 3.09024114, -1.01759656, 3.12930955, -0.91006227
2, 3.13785263, -1.03507809, 3.17789889, -0.92847186
2, 3.18603723, -1.05330142, 3.22703768, -0.94770092
2, 3.23484426, -1.07231386, 3.27677348, -0.96779183
2, 3.28431340, -1.09215537, 3.32714278, -0.98878178
2, 3.33426244, -1.11269509, 3.37792676, -1.01058830
2, 3.38428721, -1.13363134, 3.42865136, -1.03300921
2, 3.43397391, -1.15465505, 3.47883137, -1.05583714
2, 3.48290874, -1.17545712, 3.52798162, -1.07886473
2, 3.53067789, -1.19572846, 3.57561693, -1.10188459
2, 3.57686757, -1.21515998, 3.62125210, -1.12468937
2, 3.62106396, -1.23344260, 3.66440196, -1.14707169
2, 3.66285326, -1.25026722, 3.70458132, -1.16882417
2, 3.70182167, -1.26532475, 3.74130500, -1.18973945
2, 3.73755539, -1.27830611, 3.77408781, -1.20961016
2, 3.76964061, -1.28890221, 3.80244456, -1.22822892
2, 3.79766353, -1.29680395, 3.82589008, -1.24538837
2, 3.82121035, -1.30170225, 3.84393918, -1.26088113
2, 3.83986725, -1.30328801, 3.85610668, -1.27449984
2, 3.85322044, -1.30125216, 3.86190738, -1.28603711
2, 3.86085612, -1.29528559, 3.86085612, -1.29528559
3, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, -0.00667002, -0.01003329, 0.01206507, 0.00598949
3, -0.00673115, -0.02293796, 0.02780038, 0.00721272
3, -0.00066961, -0.03843798, 0.04692570, 0.00406861
3, 0.01102838, -0.05625729, 0.06916082, -0.00304396
3, 0.02787658, -0.07611984, 0.09422552, -0.01372610
3, 0.04938879, -0.09774959, 0.12183958, -0.02757890
3, 0.07507876, -0.12087048, 0.15172278, -0.04420348
3, 0.10446028, -0.14520647, 0.18359490, -0.06320094
3, 0.13704712, -0.17048151, 0.21717571, -0.08417238
3, 0.17235306, -0.19641954, 0.25218501, -0.10671891
3, 0.20989186, -0.22274452, 0.28834257, -0.13044164
3, 0.24917731, -0.24918039, 0.32536818, -0.15494167
3, 0.28972318, -0.27545112, 0.36298161, -0.17982011
3, 0.33104325, -0.30128065, 0.40090264, -0.20467807
3, 0.37265128, -0.32639292, 0.43885106, -0.22911664
3, 0.41406106, -0.35051190, 0.47654664, -0.25273693
3, 0.45479800, -0.37336898, 0.51371625, -0.27515012
3, 0.49465502, -0.39486685, 0.55024951, -0.29619883
3, 0.53369261, -0.41507953, 0.58619883, -0.31595715
3, 0.57198285, -0.43408842, 0.62162365, -0.33450922
3, 0.60959243, -0.45196867, 0.65657836, -0.35193262
3, 0.64657609, -0.46878140, 0.69110599, -0.36829031
3, 0.68298690, -0.48458584, 0.72524807, -0.38364329
3, 0.71887795, -0.49944121, 0.75904609, -0.39805257
3, 0.75430235, -0.51340676, 0.79254158, -0.41157914
3, 0.78931317, -0.52654170, 0.82577604, -0.42428399
3, 0.82396351, -0.53890527, 0.85879098, -0.43622814
3, 0.85830646, -0.55055669, 0.89162792, -0.44747256
3, 0.89239511, -0.56155520, 0.92432836, -0.45807827
3, 0.92628255, -0.57196002, 0.95693382, -0.46810627
3, 0.96002187, -0.58183039, 0.98948581, -0.47761754
3, 0.99366617, -0.59122553, 1.02202584, -0.48667308
3, 1.02726853, -0.60020467, 1.05459542, -0.49533391
3, 1.06087479, -0.60882144, 1.08723076, -0.50365506
3, 1.09450179, -0.61710712, 1.11994688, -0.51166782
3, 1.12815910, -0.62508738, 1.15275350, -0.51939754
3, 1.16185631, -0.63278788, 1.18566033, -0.52686955
3, 1.19560300, -0.64023431, 1.21867709, -0.53410918
3, 1.22940875, -0.64745232, 1.25181351, -0.54114178
3, 1.26328316, -0.65446761, 1.28507932, -0.54799269
3, 1.29723641, -0.66130603, 1.31848536, -0.55468734
3, 1.33127945, -0.66799371, 1.35204389, -0.56125126
3, 1.36542327, -0.67455677, 1.38576727, -0.56770998
3, 1.39967888, -0.68102136, 1.41966783, -0.57408905
3, 1.43405727, -0.68741360, 1.45375795, -0.58041402
3, 1.46856945, -0.69375963, 1.48804995, -0.58671042
3, 1.50322641, -0.70008558, 1.52255621, -0.59300380
3, 1.53803914, -0.70641759, 1.55728906, -0.59931969
3, 1.57301866, -0.71278178, 1.59226087, -0.60568364
3, 1.60817564, -0.71920416, 1.62748358, -0.61212106
3, 1.64351370, -0.72570762, 1.66295998, -0.61865457
3, 1.67902936, -0.73231191, 1.69868371, -0.62530398
3, 1.71471884, -0.73903670, 1.73464799, -0.63208895
3, 1.75057837, -0.74590160, 1.77084605, -0.63902918
3, 1.78660415, -0.75292627, 1.80727113, -0.64614435
3, 1.82279241, -0.76013034, 1.84391646, -0.65345413
3, 1.85913936, -0.76753344, 1.88077526, -0.66097820
3, 1.89564123, -0.77515523, 1.91784078, -0.66873626
3, 1.93229423, -0.78301533, 1.95510623, -0.67674797
3, 1.96909454, -0.79113342, 1.99256483, -0.68503309
3, 2.00603769, -0.79952970, 2.03020969, -0.69361217
3, 2.04311875, -0.80822480, 2.06803379, -0.70250643
3, 2.08033275, -0.81723933, 2.10603012, -0.71173711
3, 2.11767474, -0.82659392, 2.14419166, -0.72132544
3, 2.15513976, -0.83630921, 2.18251141, -0.73129264
3, 2.19272284, -0.84640581, 2.22098234, -0.74165995
3, 2.23042439, -0.85690421, 2.25960238, -0.75244856
3, 2.26826628, -0.86782429, 2.29838915, -0.76367949
3, 2.30627570, -0.87918582, 2.33736524, -0.77537372
3, 2.34447989, -0.89100854, 2.37655319, -0.78755224
3, 2.38290606, -0.90331221, 2.41597559, -0.80023602
3, 2.42158143, -0.91611656, 2.45565498, -0.81344604
3, 2.46053322, -0.92944136, 2.49561395, -0.82720329
3, 2.49978864, -0.94330635, 2.53587504, -0.84152875
3, 2.53937492, -0.95773129, 2.57646084, -0.85644340
3, 2.57931927, -0.97273591, 2.61739390, -0.87196821
3, 2.61964891, -0.98833998, 2.65869679, -0.88812417
3, 2.66039106, -1.00456325, 2.70039208, -0.90493227
3, 2.70157294, -1.02142545, 2.74250232, -0.92241348
3, 2.74322320, -1.03894827, 2.78505173, -0.94058994
3, 2.78538121, -1.05716753, 2.82807655, -0.95949243
3, 2.82809109, -1.07612541, 2.87161846, -0.97915557
3, 2.87138863, -1.09585697, 2.91570935, -0.99960932
3, 2.91511637, -1.11623275, 2.96015597, -1.02077608
3, 2.95892368, -1.13695882, 3.00453987, -1.04247063
3, 3.00245154, -1.15773406, 3.04843282, -1.06450313
3, 3.04534090, -1.17825738, 3.09140661, -1.08668368
3, 3.08723274, -1.19822767, 3.13303300, -1.10882243
3, 3.12776801, -1.21734383, 3.17288376, -1.13072949
3, 3.16658768, -1.23530476, 3.21053068, -1.15221499
3, 3.20333272, -1.25180934, 3.24554552, -1.17308907
3, 3.23764410, -1.26655649, 3.27750005, -1.19316184
3, 3.26916278, -1.27924510, 3.30596605, -1.21224345
3, 3.29752972, -1.28957406, 3.33051530, -1.23014401
3, 3.32238590, -1.29724227, 3.35071956, -1.24667365
3, 3.34337227, -1.30194864, 3.36615061, -1.26164250
3, 3.36012981, -1.30339205, 3.37638023, -1.27486069
3, 3.37229947, -1.30127140, 3.38098018, -1.28613834
3, 3.37952223, -1.29528559, 3.37952223, -1.29528559
4, 0.00000000, 0.00000000, 0.00000000, 0.00000000
4, -0.00593104, -0.00897520, 0.01063913, 0.00517291
4, -0.00612091, -0.02072301, 0.02450921, 0.00592902
4, -0.00098925, -0.03498514, 0.04136375, 0.00263280
4, 0.00904435, -0.05150329, 0.06095622, -0.00435128
4, 0.02356028, -0.07001917, 0.08304013, -0.01465875
4, 0.04213892, -0.09027448, 0.10736897, -0.02792514
4, 0.06436066, -0.11201093, 0.13369623, -0.04378598
4, 0.08980590, -0.13497022, 0.16177541, -0.06187680
4, 0.11805501, -0.15889406, 0.19136000, -0.08183314
4, 0.14868840, -0.18352415, 0.22220349, -0.10329051
4, 0.18128645, -0.20860220, 0.25405937, -0.12588446
4, 0.21542954, -0.23386991, 0.28668115, -0.14925052
4, 0.25069808, -0.25906899, 0.31982232, -0.17302420
4, 0.28667244, -0.28394115, 0.35323636, -0.19684106
4, 0.32293301, -0.30822808, 0.38667677, -0.22033661
4, 0.35906020, -0.33167149, 0.41989704, -0.24314638
4, 0.39464423, -0.35401973, 0.45265676, -0.26491481
4, 0.42950199, -0.37517388, 0.48485546, -0.28549089
4, 0.46367699, -0.39518775, 0.51653261, -0.30492821
4, 0.49722258, -0.41412179, 0.54773377, -0.32328924
4, 0.53018973, -0.43203364, 0.57850225, -0.34063352
4, 0.56262408, -0.44897472, 0.60887630, -0.35701412
4, 0.59457054, -0.46499562, 0.63889351, -0.37248323
4, 0.62607403, -0.48014692, 0.66859145, -0.38709303
4, 0.65717945, -0.49447919, 0.69800772, -0.40089570
4, 0.68793173, -0.50804301, 0.72717989, -0.41394343
4, 0.71837578, -0.52088897, 0.75614555, -0.42628841
4, 0.74855652, -0.53306764, 0.78494227, -0.43798282
4, 0.77851885, -0.54462961, 0.81360764, -0.44907885
4, 0.80830771, -0.55562544, 0.84217924, -0.45962867
4, 0.83796799, -0.56610573, 0.87069465, -0.46968448
4, 0.86754462, -0.57612105, 0.89919146, -0.47929846
4, 0.89708250, -0.58572198, 0.92770724, -0.48852280
4, 0.92662050, -0.59495492, 0.95627495, -0.49740516
4, 0.95617321, -0.60384958, 0.98490903, -0.50597518
4, 0.98574915, -0.61243148, 1.01361929, -0.51425798
4, 1.01535687, -0.62072614, 1.04241554, -0.52227868
4, 1.04500489, -0.62875909, 1.07130760, -0.53006239
4, 1.07470175, -0.63655585, 1.10030528, -0.53763424
4, 1.10445599, -0.64414195, 1.12941840, -0.54501934
4, 1.13427640, -0.65154299, 1.15865727, -0.55224285
4, 1.16417214, -0.65878471, 1.18803283, -0.55932998
4, 1.19415235, -0.66589283, 1.21755607, -0.56630594
4, 1.22422620, -0.67289307, 1.24723796, -0.57319593
4, 1.25440286, -0.67981118, 1.27708949, -0.58002516
4, 1.28469148, -0.68667287, 1.30712165, -0.58681884
4, 1.31510123, -0.69350388, 1.33734541, -0.59360219
4, 1.34564128, -0.70032994, 1.36777176, -0.60040040
4, 1.37632077, -0.70717677, 1.39841168, -0.60723870
4, 1.40714864, -0.71406999, 1.42927580, -0.61414217
4, 1.43812804, -0.72103258, 1.46036665, -0.62113352
4, 1.46925641, -0.72808488, 1.49167867, -0.62823304
4, 1.50053094, -0.73524713, 1.52320594, -0.63546091
4, 1.53194880, -0.74253955, 1.55494255, -0.64283730
4, 1.56350717, -0.74998237, 1.58688256, -0.65038241
4, 1.59520323, -0.75759583, 1.61902008, -0.65811642
4, 1.62703417, -0.76540015, 1.65134918, -0.66605950
4, 1.65899718, -0.77341556, 1.68386393, -0.67423185
4, 1.69108942, -0.78166229, 1.71655844, -0.68265364
4, 1.72330806, -0.79016060, 1.74942677, -0.69134508
4, 1.75564999, -0.79893095, 1.78246294, -0.70032675
4, 1.78811186, -0.80799402, 1.81566093, -0.70961951
4, 1.82069034, -0.81737047, 1.84901472, -0.71924424
